X,Y,Z,gX,gY,gZ,fall
-0.457275391,-4.484375,8.703125,0.010650635,0,0,0
-0.474121094,-4.58203125,8.6484375,0.007457733,0,0,0
-0.450195313,-4.703125,8.65625,0.007457733,0.003196716,-0.006393433,0
-0.439453125,-4.75390625,8.6875,-0.002130508,0.006393433,-0.020233154,0
-0.450195313,-4.6796875,8.65625,-0.007457733,-0.002130508,0,0
-0.482421875,-4.43359375,8.703125,-0.002130508,-0.004261017,0.004261017,0
-0.499267578,-4.46875,8.7578125,0.007457733,0,0.001065254,0
-0.472900391,-4.4296875,8.75,0.01171875,-0.001065254,0,0
-0.454833984,-4.546875,8.71875,0.006393433,-0.001065254,-0.001065254,0
-0.458496094,-4.5703125,8.671875,0.003196716,-0.001065254,0,0
-0.454833984,-4.54296875,8.65625,0,-0.002130508,0.001065254,0
-0.440429688,-4.515625,8.6953125,0,-0.001065254,0,0
-0.459716797,-4.50390625,8.71875,0.002130508,0,-0.002130508,0
-0.489746094,-4.4921875,8.734375,0.001065254,0,-0.002130508,0
-0.482421875,-4.5546875,8.71875,-0.002130508,0,-0.003196716,0
-0.463378906,-4.54296875,8.65625,-0.004261017,-0.002130508,-0.008522034,0
-0.483642578,-4.53515625,8.6796875,-0.009590149,-0.007457733,-0.008522034,0
-0.456054688,-4.5234375,8.6875,-0.010650635,-0.002130508,-0.01171875,0
-0.447753906,-4.5390625,8.6796875,-0.006393433,-0.002130508,-0.008522034,0
-0.459716797,-4.52734375,8.7265625,-0.004261017,-0.002130508,-0.006393433,0
-0.450195313,-4.6171875,8.71875,-0.005325317,-0.002130508,-0.008522034,0
-0.482421875,-4.65234375,8.6640625,-0.007457733,-0.004261017,-0.007457733,0
-0.468017578,-4.5390625,8.6875,-0.009590149,-0.006393433,-0.005325317,0
-0.459716797,-4.46484375,8.703125,-0.007457733,-0.007457733,-0.004261017,0
-0.487304688,-4.53515625,8.671875,-0.017044067,-0.008522034,-0.007457733,0
-0.471679688,-4.5625,8.6953125,-0.010650635,-0.004261017,0,0
-0.472900391,-4.6015625,8.671875,0.003196716,-0.003196716,0.004261017,0
-0.453613281,-4.57421875,8.6953125,0.012786865,-0.003196716,0.005325317,0
-0.477539063,-4.5,8.7265625,0.018112183,0,0.005325317,0
-0.441650391,-4.48828125,8.7421875,0.0234375,0,0.005325317,0
-0.459716797,-4.546875,8.6796875,0.015975952,0.001065254,0.001065254,0
-0.518554688,-4.49609375,8.6796875,0.007457733,0,0.001065254,0
-0.484863281,-4.5390625,8.6953125,0,-0.002130508,-0.001065254,0
-0.437011719,-4.49609375,8.75,-0.004261017,-0.002130508,0,0
-0.466796875,-4.4765625,8.6953125,-0.001065254,-0.003196716,0.004261017,0
-0.468017578,-4.5234375,8.703125,-0.010650635,-0.004261017,0,0
