X,Y,Z,gX,gY,gZ,
9.6875,-3.46875,1.921875,0.784179688,0.310058594,0.525390625,0
9.53125,-3.109375,2.123046875,0.887207031,0.197021484,0.708496094,0
9.484375,-2.65625,2.0625,1.00390625,0.112915039,0.926757813,0
9.4765625,-2.201171875,1.94921875,1.106445313,0.034088135,1.135742188,0
9.4140625,-1.779296875,1.659179688,1.15234375,-0.069213867,1.314453125,0
9.171875,-1.46484375,1.2890625,1.145507813,-0.130004883,1.474609375,0
8.734375,-1.400390625,0.935058594,1.090820313,-0.108642578,1.59765625,0
8.3359375,-1.342773438,0.498046875,0.988769531,-0.076721191,1.642578125,0
8.0390625,-1.301757813,0.101745605,0.836425781,-0.039428711,1.611328125,0
7.7421875,-1.434570313,-0.147216797,0.59765625,0.009590149,1.581054688,0
7.5703125,-1.787109375,-0.141235352,0.323730469,0.041534424,1.516601563,0
7.62109375,-2.318359375,-0.203491211,0.134277344,0.063903809,1.37890625,0
7.765625,-2.818359375,-0.324462891,0.03515625,0.076721191,1.221679688,0
7.85546875,-3.212890625,-0.366210938,-0.015975952,0.057525635,1.073242188,0
7.7421875,-3.439453125,-0.367431641,-0.034088135,0.038360596,0.930175781,0
7.546875,-3.548828125,-0.295654297,0,0.09375,0.811523438,0
7.375,-3.658203125,-0.134033203,0.01171875,0.169433594,0.73828125,0
7.30078125,-3.888671875,0.068237305,-0.080932617,0.194946289,0.695800781,0
7.39453125,-4.171875,0.184326172,-0.1875,0.212036133,0.647460938,0
7.6015625,-4.33984375,0.336425781,-0.261962891,0.242919922,0.57421875,0
7.75,-4.359375,0.531738281,-0.481445313,0.288574219,0.467773438,0
7.8125,-4.28515625,0.63671875,-0.637207031,0.272705078,0.267333984,0
7.86328125,-4.2265625,0.76953125,-0.489013672,0.244995117,-0.034088135,0
7.84375,-4.2734375,0.929199219,-0.334472656,0.286621094,-0.327148438,0
7.8203125,-4.41015625,1.111328125,-0.367431641,0.334472656,-0.62109375,0
7.9140625,-4.546875,1.3203125,-0.530761719,0.368652344,-0.875488281,0
8.09375,-4.6328125,1.3515625,-0.707519531,0.424072266,-1.174804688,0
8.265625,-4.63671875,1.362304688,-0.744628906,0.428222656,-1.563476563,0
8.3515625,-4.5234375,1.296875,-0.507324219,0.565429688,-1.833984375,0
8.359375,-4.34375,1.251953125,0.02130127,0.970703125,-2.05859375,0
8.375,-4.1875,1.19921875,0.64453125,1.278320313,-2.314453125,0
8.390625,-4.08203125,1.107421875,0.961914063,1.544921875,-2.46484375,0
8.4375,-4.0859375,1.064453125,0.973632813,1.78515625,-2.666015625,0
8.484375,-4.24609375,1.04296875,0.872558594,2.193359375,-2.998046875,0
8.625,-4.359375,0.999511719,0.698730469,2.8125,-3.20703125,0
8.7734375,-4.46484375,0.990234375,0.493164063,3.5234375,-3.27734375,0
9.0078125,-4.54296875,0.962402344,0.2109375,4.15234375,-3.1796875,0
9.1875,-4.68359375,0.859375,-0.061798096,4.61328125,-2.931640625,0
9.28125,-4.828125,0.864257813,-0.331298828,5.234375,-2.607421875,0
9.328125,-4.82421875,0.911132813,-0.778808594,6.2421875,-2.138671875,0
9.4765625,-4.671875,0.925292969,-1.55078125,7.1484375,-1.477539063,0
9.7578125,-4.6484375,1.041992188,-2.203125,7.74609375,-0.766113281,0
9.9765625,-4.58203125,1.067382813,-2.85546875,8.0625,-0.0703125,0
9.9296875,-4.1640625,0.498046875,-3.5625,8.125,0.52734375,0
9.8671875,-3.5859375,-0.257324219,-3.876953125,8.015625,1.046875,0
10.3125,-3.26171875,-0.691894531,-3.609375,7.78125,1.948242188,0
11.453125,-3.314453125,-1.012695313,-2.748046875,7.1328125,3.052734375,0
12.8828125,-3.775390625,-1.23046875,-1.25390625,6.15625,3.46875,0
14.65625,-4.51171875,-0.98046875,0.200317383,5.59765625,3.365234375,0
16.5625,-5.1328125,-0.718261719,1.504882813,5.49609375,3.21484375,0
17.9375,-5.51171875,-0.869140625,2.5546875,5.3671875,3.267578125,0
17.84375,-5.5859375,-1.17578125,2.32421875,5.046875,3.634765625,0
15.609375,-5.12109375,-1.482421875,1.373046875,4.203125,3.90234375,0
12.4765625,-4.32421875,-1.500976563,0.046875,3.10546875,3.896484375,0
10.2265625,-3.5234375,-1.37890625,-1.625,2.330078125,4.14453125,0
9.140625,-2.69140625,-1.37109375,-2.11328125,1.794921875,4.59375,0
8.6015625,-1.8359375,-1.125,-2.06640625,1.3671875,4.9296875,0
8.2421875,-1.125,-0.708496094,-1.768554688,1.171875,5.09375,0
8.171875,-0.640625,-0.4296875,-1.341796875,1.086914063,5.0234375,0
8.609375,-0.397460938,-0.20715332,-1.61328125,0.84375,4.78125,0
9.1796875,-0.374755859,-0.112548828,-2.3828125,0.160888672,4.34765625,0
9.375,-0.293212891,-0.149658203,-3.3046875,-0.877929688,3.7890625,0
9.484375,0.249023438,0.001196861,-4.37109375,-1.9921875,3.28515625,0
9.6171875,0.607910156,0.151977539,-4.8125,-2.982421875,2.806640625,0
9.3671875,0.180786133,0.71484375,-4.57421875,-3.509765625,2.296875,0
8.734375,-0.299316406,0.850097656,-4.05859375,-3.53125,1.786132813,0
8.0703125,-0.482421875,0.883300781,-3.095703125,-3.4453125,1.387695313,0
7.48046875,-0.601074219,1.06640625,-2.419921875,-3.318359375,1.158203125,0
7.14453125,-0.462158203,1.29296875,-2.2421875,-3.21484375,0.819335938,0
7.12109375,0.469238281,1.2734375,-2.044921875,-3.69921875,0.368652344,0
7.04296875,1.903320313,1.166992188,-1.512695313,-4.6796875,-0.324951172,0
6.78515625,2.923828125,1.373046875,-0.100158691,-5.59765625,-1.234375,0
6.515625,3.658203125,1.266601563,1.98046875,-5.76953125,-1.887695313,0
6.3125,4.26953125,1.553710938,3.734375,-5.109375,-1.896484375,0
6.3046875,3.91796875,2.615234375,4.28125,-4.53515625,-1.596679688,0
6.44921875,2.916015625,3.31640625,4.0078125,-4.31640625,-1.552734375,0
7.01953125,3.125,3.373046875,3.994140625,-4.42578125,-1.30078125,0
8.1484375,4.10546875,4.34375,3.98828125,-4.53125,-0.555175781,0
9.4609375,5.90234375,6.04296875,4.12109375,-4.1171875,0.073486328,0
11.2265625,8.171875,7.89453125,5.1875,-3.455078125,0.124633789,0
12.7890625,9.34375,10.0703125,6.328125,-2.595703125,-0.198120117,0
14.09375,9.8203125,12.9921875,6.19140625,-1.587890625,-0.07989502,0
16.015625,9.046875,14.2265625,4.22265625,-0.822265625,0.432617188,0
17.546875,7.1640625,13.8125,1.349609375,-0.514648438,1.068359375,0
18.265625,5.27734375,13.7265625,-0.694335938,-0.815917969,1.634765625,0
19.546875,4.30078125,13.2421875,-0.813964844,-1.5625,1.866210938,0
21.234375,3.943359375,12.0625,1.458007813,-2.4921875,1.615234375,0
23.375,3.556640625,10.5234375,5.04296875,-3,0.97265625,0
25.84375,2.3359375,8.46875,7.9140625,-1.904296875,0.499511719,0
27.484375,-0.243041992,7.8125,-4.25390625,1.208984375,5.55859375,0
28.5625,-3.921875,9.0546875,-5.56640625,1.40625,5.57421875,0
29.78125,-8.046875,8.875,-6.66796875,2.25,6.32421875,0
31.53125,-10.2578125,8.203125,-4.69921875,0.999023438,5.75,0
33.34375,-10.5859375,7.54296875,-0.100158691,-2.10546875,2.55859375,0
32.6875,-12.5234375,7.44921875,3.181640625,-2.20703125,1.422851563,0
29.328125,-14.0390625,7.7890625,3.888671875,-2.396484375,0.356933594,0
25.8125,-14.1015625,6.8671875,2.54296875,-3.044921875,0.590332031,0
21.90625,-15.1015625,2.998046875,2.283203125,-2.79296875,0.633789063,0
18.0625,-16.59375,-1.924804688,3.529296875,-2.27734375,0.511230469,0
14.78125,-18.6875,-4.203125,-4.25390625,1.208984375,5.55859375,0
11.0078125,-21.21875,-5.4296875,-5.56640625,1.40625,5.57421875,0
6.5,-22.671875,-7.94140625,-6.66796875,2.25,6.32421875,0
4.15625,-23.40625,-11.1015625,-4.69921875,0.999023438,5.75,0
3.330078125,-22.640625,-16.171875,-0.100158691,-2.10546875,2.55859375,0
1.952148438,-20.515625,-25.09375,3.181640625,-2.20703125,1.422851563,0
0.193969727,-17.625,-31.046875,3.888671875,-2.396484375,0.356933594,0
-1.713867188,-12.28125,-32.5,2.54296875,-3.044921875,0.590332031,0
-3.03515625,-8.1484375,-31.875,2.283203125,-2.79296875,0.633789063,0
-2.318359375,-8.8828125,-23.6875,3.529296875,-2.27734375,0.511230469,0
-0.71484375,-10.25,-16.546875,5.1875,-1.844726563,0.321777344,0
-0.221435547,-10.953125,-14.84375,7.4375,-1.395507813,-0.02130127,0
-0.889648438,-9.34375,-15.6015625,7.2734375,-1.37109375,0.3046875,0
-2.966796875,-5.35546875,-16.015625,8.203125,-1.330078125,0.066040039,0
-5.59375,-2.45703125,-12.6328125,6.375,-1.64453125,0.690429688,0
-8.390625,-0.622558594,-10.1328125,4.19921875,-1.791992188,1.559570313,0
-10.2265625,-0.080200195,-8.8046875,2.578125,-1.598632813,2.44921875,0
-9.5625,-1.94140625,-5.51953125,2.677734375,-1.271484375,2.3984375,0
-6.25,-5.03125,-2.84375,4.09375,-1.5703125,2.208984375,1
-1.862304688,-7.72265625,-3.013671875,5.05859375,-1.650390625,2.98828125,1
1.952148438,-7.52734375,-5.12109375,4.17578125,-2.966796875,2.904296875,1
4.53125,-3.79296875,-9.28125,3.244140625,-2.22265625,2.283203125,1
5.7421875,0.068237305,-11.578125,2.5546875,-0.697753906,2.48046875,1
5.609375,4.23046875,-8.5,2.083984375,0.140625,2.47265625,1
5.16796875,6.62109375,-5.203125,1.153320313,0.01171875,2.095703125,1
5.625,3.970703125,-1.686523438,0.158691406,-0.440917969,1.78515625,1
8.390625,-2.248046875,3.37890625,-0.913085938,-0.701171875,1.48046875,1
12.59375,-8.828125,6.66015625,-1.92578125,-0.460205078,1.112304688,1
15.7265625,-11.78125,7.046875,-2.650390625,-0.266357422,0.984375,1
14.1875,-8.5078125,6.6171875,-3.1640625,-0.474121094,0.841796875,1
9.890625,1.604492188,5.59765625,-3.41015625,-0.819335938,0.634765625,1
8.4921875,11.046875,5.4296875,-3.275390625,-1.194335938,0.640136719,1
9.6328125,11.3984375,9.3671875,-2.9296875,-1.575195313,0.860839844,1
10.9609375,6.34765625,12.15625,-2.4296875,-1.96875,1.118164063,1
9.9375,2.48046875,9.34375,-1.99609375,-2.3515625,1.140625,1
7.91015625,0.494384766,5.28125,-1.922851563,-2.80078125,0.623046875,1
9.3046875,2.111328125,4.4609375,-1.91015625,-3.322265625,-0.09161377,1
13.3671875,8.125,4.39453125,-1.887695313,-3.5390625,-0.684082031,1
16.953125,12.2578125,1.91015625,-1.62109375,-3.58203125,-1.162109375,1
16.125,8.546875,-4.10546875,-1.067382813,-3.578125,-1.434570313,1
11.09375,-0.704101563,-12.4609375,-0.268554688,-3.166015625,-1.643554688,1
8.3515625,-6.16796875,-16.421875,0.006393433,-2.328125,-1.821289063,1
10.9375,-4.23828125,-16.78125,0.003196716,-1.23828125,-1.484375,1
16.03125,4.34375,-26.421875,-0.112915039,-0.55078125,-1.014648438,1
34.375,13.8125,-7.8203125,0.313232422,0.299316406,-0.722167969,1
39.21875,25.5,39.21875,-1.00390625,1.986328125,0.720214844,1
39.21875,19.09375,39.21875,-3.232421875,2.716796875,1.599609375,1
39.21875,-4.21484375,38.1875,-4.51953125,2.740234375,1.33984375,1
39.21875,-11.4453125,34.4375,-4.03515625,2.166015625,0.722167969,1
26.96875,8.6171875,-11.6484375,-2.521484375,1.432617188,0.230102539,1
-17.265625,16.59375,-15,-0.789550781,1.081054688,-0.086303711,1
-32.59375,-18.125,5.34375,0.674316406,0.990722656,-0.140625,1
8.3125,-23.296875,15.109375,1.455078125,0.816894531,-0.182128906,1
33.59375,-1.548828125,3.09375,1.458984375,0.478271484,-0.270507813,1
27.859375,4.046875,-11.0390625,1.022460938,-0.039428711,-0.268554688,1
38.65625,-2.884765625,-18.546875,0.55078125,-0.577148438,-0.221557617,1
39.21875,-21.78125,-26.875,0.272705078,-0.920410156,-0.207763672,1
30.28125,-30.671875,-18.0625,0.285400391,-1.002929688,-0.266357422,1
-13.453125,-39.21875,-12.234375,0.431396484,-0.868164063,-0.389892578,1
-35.34375,-34.03125,8.328125,0.458007813,-0.622070313,-0.46875,1
-9.96875,0.837890625,-9.5625,0.238647461,-0.334472656,-0.4921875,1
-3.771484375,10.46875,12.0703125,-0.142700195,-0.12890625,-0.436767578,1
-7.3671875,-7.875,28.484375,-0.465576172,-0.0234375,-0.302490234,1
-15.8515625,-16.421875,26.5,-0.584960938,0.030899048,-0.236450195,1
-21.90625,-14.140625,24.578125,-0.392089844,0.055389404,-0.241821289,1
-23.640625,-16.265625,17.59375,0.013847351,0.026626587,-0.2109375,1
-21.703125,-13.265625,15.8125,0.419677734,-0.02130127,-0.229003906,1
-21.265625,-6.83984375,0.861816406,0.751953125,-0.036224365,-0.271728516,1
-19.65625,-7.28125,1.91015625,0.90234375,-0.05645752,-0.255615234,1
-14.8203125,-5.87109375,0.159179688,0.842773438,-0.06072998,-0.213012695,1
-7.109375,-8.8515625,1.958984375,0.742675781,-0.012786865,-0.173583984,1
-8.390625,-13.6171875,-0.975585938,0.723144531,0.03729248,-0.185302734,1
-12.640625,-16.140625,-2.07421875,0.758300781,0.046875,-0.22265625,1
-9.8203125,-15.8984375,-2.615234375,0.722167969,0.026626587,-0.219482422,1
-4.7578125,-9.2734375,3.666015625,0.620117188,0.02130127,-0.207763672,1
3.138671875,-2.923828125,6.3828125,0.504882813,0.042602539,-0.225830078,1
8.6171875,-3.00390625,4.36328125,0.33984375,0.122497559,-0.241821289,1
5.70703125,-4.5625,0.666992188,0.133178711,0.216308594,-0.237548828,1
0.022750854,-4.2109375,0.039520264,-0.120361328,0.264160156,-0.230102539,1
-1.860351563,-2.224609375,-1.174804688,-0.345214844,0.251464844,-0.192871094,1
0.454833984,-1.075195313,-2.703125,-0.366455078,0.206665039,-0.160888672,1
3.984375,0.283691406,-4.60546875,-0.130981445,0.146972656,-0.161865234,1
6.0859375,1.53515625,-6.75,0.229003906,0.083068848,-0.172607422,1
6.23046875,2.142578125,-7.30859375,0.531738281,0.039428711,-0.151245117,1
7.01953125,2.18359375,-8.078125,0.651855469,-0.015975952,-0.086303711,0
9.4375,1.5390625,-9.59375,0.573242188,-0.073486328,0.007457733,0
12.2578125,0.591308594,-10.484375,0.388916016,-0.09375,0.10333252,0
14.6875,-0.834472656,-10.125,0.2109375,-0.108642578,0.142700195,0
16.78125,-2.423828125,-8.0078125,0.148071289,-0.150146484,0.09161377,0
17.609375,-3.23046875,-2.021484375,0.362304688,-0.106506348,0.200317383,0
18.046875,-5.203125,4.984375,0.250244141,-0.05645752,0.188598633,0
19.015625,-9.4296875,10.8046875,0.148071289,-0.038360596,0.157714844,0
18.46875,-13.5703125,14.609375,0.080932617,-0.031951904,0.11932373,0
16.890625,-15.8671875,17.203125,0.04473877,-0.03302002,0.077758789,0
15.8203125,-14.0859375,19.078125,-0.004261017,-0.041534424,0.03302002,0
14.2890625,-9.0078125,20.75,-0.075622559,-0.024505615,0.009590149,0
11.640625,-4.1171875,20.578125,-0.145996094,0.027694702,0.001065254,0
9.3125,-5.0078125,22.078125,-0.186401367,0.06817627,-0.008522034,0
6.6796875,-7.17578125,16.125,-0.156616211,0.063903809,-0.031951904,0
9.015625,-11.0546875,19.46875,0.362304688,-0.106506348,0.200317383,0
7.46875,-11.5078125,22.46875,0.250244141,-0.05645752,0.188598633,0
0.665527344,-11.828125,17.71875,0.148071289,-0.038360596,0.157714844,0
-5.7734375,-13.21875,10.0703125,0.080932617,-0.031951904,0.11932373,0
-6.90625,-15.59375,3.95703125,0.04473877,-0.03302002,0.077758789,0
-4.453125,-16.734375,0.776855469,-0.004261017,-0.041534424,0.03302002,0
-1.75390625,-14.5625,-1.299804688,-0.075622559,-0.024505615,0.009590149,0
-1.299804688,-10.3671875,-2.099609375,-0.145996094,0.027694702,0.001065254,0
-2.44140625,-6.421875,-1.244140625,-0.186401367,0.06817627,-0.008522034,0
-3.078125,-4.26171875,0.681152344,-0.156616211,0.063903809,-0.031951904,0
-2.623046875,-3.701171875,2.80078125,-0.098022461,0.04473877,-0.039428711,0
-1.07421875,-4.22265625,4.5,-0.051147461,0.028762817,-0.034088135,0
0.889648438,-5.25390625,5.671875,-0.009590149,0.043670654,-0.036224365,0
2.4296875,-5.61328125,7.1640625,0.015975952,0.07244873,-0.03515625,0
3.40625,-4.84375,8.4140625,0.03515625,0.0703125,-0.03729248,0
3.796875,-3.60546875,9.6953125,0.077758789,0.05859375,-0.029830933,0
3.5703125,-2.759765625,10.5546875,0.1171875,0.050079346,-0.004261017,0
3.294921875,-2.95703125,10.296875,0.112915039,0.042602539,0.007457733,0
2.958984375,-4.1015625,9.1875,0.065002441,0.02130127,0.001065254,0
2.794921875,-5.5546875,7.6171875,-0.014915466,0.009590149,0.001065254,0
2.568359375,-7.15234375,5.80078125,-0.100158691,0.03302002,0.024505615,0
2.169921875,-8.4375,5.25,-0.167236328,0.05859375,0.059661865,0
2.068359375,-8.3203125,5.73828125,-0.205566406,0.067138672,0.073486328,0
2.240234375,-7.33203125,6.62890625,-0.196044922,0.05645752,0.061798096,0
2.388671875,-6.51171875,7.7734375,-0.159790039,0.018112183,0.028762817,0
2.38671875,-6.2421875,8.4921875,-0.124633789,-0.040466309,0,0
1.935546875,-6.1796875,8.75,-0.099060059,-0.059661865,0.001065254,0
1.395507813,-5.72265625,8.703125,-0.0703125,-0.031951904,0.019180298,0
1.240234375,-4.953125,8.875,-0.034088135,0.01171875,0.047943115,0
1.40625,-4.08984375,9.171875,0.02130127,0.02130127,0.071350098,0
1.705078125,-3.564453125,9.203125,0.063903809,-0.012786865,0.066040039,0
2.091796875,-3.54296875,9.0859375,0.075622559,-0.04473877,0.046875,0
2.41015625,-3.470703125,8.8125,0.083068848,-0.045806885,0.029830933,0
2.6328125,-3.373046875,8.375,0.075622559,-0.045806885,0.013847351,0
2.806640625,-3.873046875,7.5,0.063903809,-0.034088135,0.006393433,0
2.73046875,-5.32421875,6.30859375,0.04473877,0.020233154,0.013847351,0
2.31640625,-7.03125,5.51171875,0.01171875,0.087341309,0.036224365,0
1.69921875,-8.0625,5.546875,0,0.111877441,0.052185059,0
1.185546875,-8.0390625,6.125,0.002130508,0.07244873,0.03515625,0
0.707519531,-7.19140625,6.9765625,0.019180298,0.015975952,0.005325317,0
0.366210938,-6.2578125,7.8125,0.034088135,-0.008522034,-0.012786865,0
0.154418945,-5.73828125,8.203125,0.040466309,-0.013847351,-0.009590149,0
-0.001196861,-5.703125,8.3046875,0.028762817,-0.006393433,0.010650635,0
-0.045501709,-5.921875,8.28125,0.007457733,0.0234375,0.029830933,0
0.28125,-5.8828125,7.9375,-0.009590149,0.039428711,0.03729248,0
0.795898438,-5.98828125,7.48828125,-0.024505615,0.019180298,0.031951904,0
1.162109375,-6.37890625,7.1953125,-0.027694702,-0.007457733,0.0234375,0
1.5390625,-6.0546875,7.23828125,-0.020233154,-0.0234375,0.020233154,0
2.041015625,-5.3671875,7.58203125,-0.013847351,-0.03729248,0.024505615,0
2.5625,-5.23046875,8,-0.017044067,-0.045806885,0.030899048,0
3.017578125,-5.36328125,8.09375,-0.019180298,-0.05859375,0.028762817,0
3.40625,-5.515625,8,-0.01171875,-0.07244873,0.015975952,0
3.712890625,-5.4453125,8.2109375,0.001065254,-0.074584961,0,0
3.8828125,-5.03125,8.4453125,0.024505615,-0.063903809,-0.010650635,0
3.87109375,-4.390625,8.53125,0.036224365,-0.034088135,-0.006393433,0
3.541015625,-3.8515625,8.5390625,0.05645752,-0.013847351,-0.002130508,0
3.05078125,-3.54296875,8.453125,0.09375,-0.001065254,0.003196716,0
2.552734375,-3.462890625,8.3359375,0.123596191,0.014915466,0.012786865,0
2.072265625,-3.615234375,8.3359375,0.141723633,0.03515625,0.017044067,0
1.720703125,-3.904296875,8.4921875,0.059661865,0.02130127,0.043670654,0
1.788085938,-4.24609375,8.6953125,0.012786865,0,0.047943115,0
2.080078125,-4.58203125,8.7578125,0.006393433,-0.018112183,0.038360596,0
2.171875,-5.078125,8.6328125,0.027694702,-0.015975952,0.039428711,0
2.021484375,-5.55078125,8.296875,0.024505615,-0.017044067,0.041534424,0
2.005859375,-5.8515625,8.03125,-0.002130508,-0.024505615,0.03515625,0
2.244140625,-6.046875,7.8828125,-0.027694702,-0.019180298,0.029830933,0
2.529296875,-6.1171875,7.91015625,-0.036224365,-0.020233154,0.027694702,0
2.556640625,-6.015625,8,-0.026626587,-0.027694702,0.027694702,0
2.306640625,-5.8828125,7.87890625,0.013847351,-0.020233154,0.027694702,0
2.0625,-5.6171875,7.7421875,0.059661865,0.02130127,0.043670654,0
1.921875,-5.20703125,7.83984375,0.012786865,0,0.047943115,0
1.796875,-4.734375,8.0390625,0.006393433,-0.018112183,0.038360596,0
1.723632813,-4.375,8.1875,0.027694702,-0.015975952,0.039428711,0
1.842773438,-4.140625,8.34375,0.024505615,-0.017044067,0.041534424,0
2.181640625,-3.955078125,8.2734375,-0.002130508,-0.024505615,0.03515625,0
2.404296875,-3.88671875,8.0859375,-0.027694702,-0.019180298,0.029830933,0
2.314453125,-3.955078125,8.03125,-0.036224365,-0.020233154,0.027694702,0
2.109375,-4.18359375,7.94140625,-0.026626587,-0.027694702,0.027694702,0
1.872070313,-4.53125,7.84765625,0.013847351,-0.020233154,0.027694702,0
1.787109375,-4.8671875,7.90625,0.059661865,-0.009590149,0.022369385,0
2.064453125,-5.24609375,8.1015625,0.08203125,-0.006393433,0.015975952,0
2.291015625,-5.5390625,8.2109375,0.075622559,0.009590149,0.010650635,0
2.22265625,-5.72265625,8.1953125,0.054321289,0.02130127,0.005325317,0
1.8515625,-5.76171875,8.046875,0.030899048,0.015975952,0,0
1.47265625,-5.65234375,7.953125,0.030899048,0.008522034,0,0
1.581054688,-5.46484375,8.0859375,0.04901123,0.005325317,-0.001065254,0
2.03125,-5.18359375,8.1875,0.066040039,0.001065254,0.005325317,0
2.361328125,-5.0390625,8.2890625,0.055389404,0.001065254,0.014915466,0
2.56640625,-5.09375,8.3984375,0.039428711,0.012786865,0.009590149,0
2.83984375,-5.09375,8.4453125,-0.055389404,-0.074584961,-0.005325317,0
2.9609375,-4.94921875,8.2578125,-0.043670654,-0.055389404,-0.003196716,0
2.625,-4.875,7.984375,-0.02557373,-0.02557373,0.018112183,0
1.954101563,-4.87109375,7.9140625,-0.010650635,-0.017044067,0.017044067,0
1.599609375,-4.86328125,7.9296875,-0.005325317,-0.026626587,0.007457733,0
1.7578125,-4.89453125,8.0078125,-0.002130508,-0.026626587,0.007457733,0
2.046875,-4.94140625,7.95703125,0.003196716,-0.003196716,0.019180298,0
2.208984375,-5.0546875,7.95703125,0.005325317,0.006393433,0.02557373,0
2.259765625,-5.10546875,8.046875,0,-0.002130508,0.020233154,0
2.123046875,-4.94140625,8.0859375,-0.004261017,-0.004261017,0.013847351,0
1.83984375,-4.828125,8.0703125,-0.055389404,-0.074584961,-0.005325317,0
1.69921875,-4.78125,8.0390625,-0.043670654,-0.055389404,-0.003196716,0
1.73828125,-4.76953125,7.921875,-0.02557373,-0.02557373,0.018112183,0
1.80078125,-4.79296875,7.8984375,-0.010650635,-0.017044067,0.017044067,0
1.813476563,-4.796875,7.98046875,-0.005325317,-0.026626587,0.007457733,0
1.837890625,-4.8203125,8.046875,-0.002130508,-0.026626587,0.007457733,0
1.91015625,-4.91015625,8.1171875,0.003196716,-0.003196716,0.019180298,0
2.052734375,-5.09375,8.2578125,0.005325317,0.006393433,0.02557373,0
2.30859375,-5.2578125,8.375,0,-0.002130508,0.020233154,0
2.515625,-5.4453125,8.3828125,-0.004261017,-0.004261017,0.013847351,0
2.568359375,-5.65625,8.296875,-0.009590149,-0.001065254,0.005325317,0
2.51953125,-5.75,8.140625,-0.01171875,0.005325317,0,0
2.4609375,-5.62890625,8.078125,-0.004261017,0.012786865,0.012786865,0
2.31640625,-5.3671875,8.015625,0.002130508,0.004261017,0.017044067,0
2.0703125,-5.03515625,7.984375,0.003196716,-0.01171875,-0.002130508,0
1.744140625,-4.76953125,7.921875,0.005325317,-0.013847351,-0.015975952,0
1.498046875,-4.546875,7.94140625,0.013847351,0.002130508,-0.004261017,0
1.654296875,-4.39453125,8.125,0.027694702,0.008522034,0,0
2.140625,-4.35546875,8.28125,0.042602539,0.004261017,-0.004261017,0
2.39453125,-4.58203125,8.3984375,0.050079346,0,-0.006393433,0
2.236328125,-4.9453125,8.3359375,0.045806885,-0.004261017,-0.005325317,0
1.969726563,-5.41015625,8.1171875,0.038360596,0,0.007457733,0
2,-5.6484375,7.8984375,0.03515625,0.010650635,0.026626587,0
2.205078125,-5.3828125,7.80078125,0.019180298,0.008522034,0.039428711,0
2.08984375,-4.94140625,7.8515625,-0.006393433,-0.014915466,0.036224365,0
1.821289063,-4.71875,7.98046875,-0.027694702,-0.03302002,0.029830933,0
1.790039063,-4.64453125,8.015625,-0.038360596,-0.029830933,0.020233154,0
1.9296875,-4.640625,8.09375,-0.042602539,-0.0234375,0.014915466,0
1.973632813,-4.59375,8.140625,-0.046875,-0.014915466,0.018112183,0
1.973632813,-4.6171875,8.203125,-0.045806885,0,0.020233154,0
2.10546875,-4.72265625,8.21875,-0.041534424,0.004261017,0.013847351,0
2.154296875,-4.8515625,8.1796875,-0.030899048,-0.012786865,-0.003196716,0
2.142578125,-5.11328125,8.2265625,0.001065254,-0.03302002,-0.019180298,0
2.189453125,-5.3125,8.265625,0.062866211,-0.03515625,-0.020233154,0
2.251953125,-5.33984375,8.2578125,0.096923828,-0.007457733,-0.006393433,0
2.28125,-5.21484375,8.203125,0.108642578,0.001065254,0.012786865,0
2.30859375,-5.02734375,8.15625,0.096923828,0,0.024505615,0
2.271484375,-4.85546875,8.140625,0.067138672,-0.003196716,0.014915466,0
2.064453125,-4.82421875,8.1484375,0.0234375,0.004261017,0.005325317,0
1.934570313,-4.92578125,8.125,-0.022369385,0.015975952,0.001065254,0
1.887695313,-5.04296875,8.109375,-0.040466309,0.017044067,-0.007457733,0
1.879882813,-5.0234375,8.0625,-0.038360596,0.006393433,-0.017044067,0
1.921875,-5.0390625,8.125,-0.02557373,-0.004261017,-0.017044067,0
2.005859375,-4.99609375,8.2421875,-0.007457733,-0.001065254,-0.007457733,0
2.099609375,-4.94921875,8.2265625,0.014915466,0.005325317,-0.001065254,0
2.166015625,-5.00390625,8.234375,0.030899048,0.01171875,0.009590149,0
2.330078125,-4.96875,8.234375,0.043670654,0.007457733,0.01171875,0
2.43359375,-4.890625,8.2578125,0.047943115,-0.007457733,0,0
2.3984375,-4.86328125,8.2109375,0.050079346,-0.010650635,-0.007457733,0
2.11328125,-4.8359375,8.0703125,0.050079346,0.003196716,-0.003196716,0
1.76171875,-4.80859375,7.98046875,0.051147461,0.02130127,0.012786865,0
1.646484375,-4.61328125,7.8828125,0.04901123,0.061798096,0.031951904,0
1.625976563,-4.41796875,7.890625,0.02130127,0.10333252,0.03302002,0
1.587890625,-4.4296875,8,-0.061798096,0.146972656,0.015975952,0
1.770507813,-4.67578125,8.125,-0.112915039,0.154418945,0,0
2.142578125,-4.98046875,8.28125,-0.120361328,0.104370117,-0.02130127,0
2.306640625,-5.20703125,8.328125,-0.09161377,0.062866211,-0.026626587,0
2.12109375,-5.234375,8.2578125,-0.01171875,0.08416748,0.008522034,0
2.017578125,-5.140625,8.1796875,0.080932617,0.10333252,0.06072998,0
2.134765625,-5.140625,8.171875,0.162963867,0.086303711,0.059661865,0
2.302734375,-5.10546875,8.203125,0.108642578,0.085205078,0.067138672,0
2.20703125,-4.9765625,8.203125,0.041534424,0.096923828,0.083068848,0
