X,Y,Z,gX,gY,gZ,
6.7265625,-1.043945313,6.57421875,0.890625,0.863769531,1.287109375,0
6.515625,-1.09375,6.5234375,0.970703125,0.906738281,1.28515625,0
6.375,-1.369140625,6.27734375,1.018554688,0.940429688,1.275390625,0
6.61328125,-1.833007813,5.9453125,1.022460938,0.962890625,1.256835938,0
6.78515625,-1.456054688,5.21875,0.970703125,0.995117188,1.244140625,0
6.55078125,-0.505371094,4.40625,0.848144531,1.045898438,1.247070313,0
6.26171875,0.981445313,3.2734375,0.704101563,1.087890625,1.254882813,0
5.77734375,2.015625,2.19140625,0.572265625,1.09375,1.251953125,0
5.4140625,1.654296875,1.666015625,0.460205078,1.069335938,1.236328125,0
5.8984375,0.506347656,1.743164063,0.362304688,1.018554688,1.211914063,0
6.765625,-0.384277344,2.193359375,0.271728516,0.942871094,1.181640625,0
7.046875,-0.511230469,2.63671875,0.188598633,0.87890625,1.151367188,0
6.671875,-0.269287109,2.78125,0.112915039,0.851074219,1.12890625,0
6.41796875,-0.061065674,2.45703125,0.053253174,0.833984375,1.115234375,0
6.6171875,-0.116149902,1.713867188,0.019180298,0.801269531,1.09375,0
7.15234375,-0.323242188,0.870117188,0,0.749023438,1.0546875,0
7.60546875,-0.605957031,0.126953125,-0.014915466,0.689453125,0.999023438,0
7.72265625,-1.01171875,-0.284912109,-0.027694702,0.6328125,0.932128906,0
7.703125,-1.170898438,-0.484863281,-0.041534424,0.582519531,0.861816406,0
7.87109375,-0.999511719,-0.706542969,-0.05645752,0.541992188,0.788085938,0
8.21875,-1.124023438,-1.180664063,-0.069213867,0.507324219,0.707519531,0
8.953125,-1.916992188,-1.696289063,-0.108642578,0.465576172,0.628417969,0
9.796875,-2.85546875,-1.983398438,-0.184326172,0.414306641,0.553710938,0
10.703125,-3.625,-1.956054688,-0.223754883,0.387695313,0.474121094,0
11.6875,-4.35546875,-1.791992188,-0.251464844,0.375,0.396240234,0
12.8046875,-5.6796875,-1.170898438,-0.270507813,0.330322266,0.307861328,0
14.1328125,-7.44921875,-0.657226563,-0.267333984,0.26953125,0.206665039,0
15.4765625,-8.890625,-0.924316406,-0.248168945,0.207763672,0.090576172,0
16.390625,-10.0859375,-1.51171875,-0.218383789,0.148071289,-0.039428711,0
16.421875,-10.8515625,-1.748046875,-0.184326172,0.086303711,-0.181152344,0
15.3984375,-11.1015625,-1.338867188,-0.160888672,0.014915466,-0.343994141,0
14.0078125,-10.96875,-1.06640625,-0.169433594,-0.034088135,-0.505859375,0
13.0078125,-10.9765625,-0.869140625,-0.213012695,-0.050079346,-0.660644531,0
12.40625,-11.1953125,-0.51953125,-0.252441406,-0.05645752,-0.816894531,0
11.9140625,-11.140625,-0.081420898,-0.261962891,-0.05645752,-0.989746094,0
11.5390625,-10.7109375,0.502929688,-0.266357422,-0.03729248,-1.172851563,0
11.3984375,-9.921875,1.34765625,-0.284423828,-0.012786865,-1.352539063,0
11.3671875,-8.78125,2.28515625,-0.299316406,-0.006393433,-1.517578125,0
11.2265625,-7.55078125,3.037109375,-0.327148438,-0.010650635,-1.62890625,0
11.0703125,-6.70703125,3.373046875,-0.328125,-0.017044067,-1.689453125,0
10.625,-6.328125,3.2421875,-0.255615234,-0.029830933,-1.719726563,0
10.09375,-6.25,3.044921875,-0.10760498,-0.061798096,-1.712890625,0
9.6484375,-6.25,2.64453125,0.08416748,-0.10760498,-1.665039063,0
9.2890625,-6.24609375,2.138671875,0.302490234,-0.144897461,-1.58203125,0
8.984375,-6.23046875,1.659179688,0.489013672,-0.167236328,-1.470703125,0
8.734375,-6.1640625,1.240234375,0.599609375,-0.177856445,-1.330078125,0
8.5234375,-6.109375,0.90625,0.609375,-0.167236328,-1.16796875,0
8.3671875,-6.02734375,0.549316406,0.510253906,-0.127807617,-1.002929688,0
8.2890625,-5.84765625,0.306396484,0.31640625,-0.055389404,-0.852050781,0
8.1953125,-5.57421875,0.087402344,0.06072998,0.039428711,-0.739257813,0
8.0859375,-5.26171875,-0.125732422,-0.242919922,0.116088867,-0.682617188,0
8.0546875,-5,-0.368652344,-0.55078125,0.178955078,-0.6796875,0
8.125,-4.7734375,-0.564941406,-0.842773438,0.244995117,-0.696777344,0
8.1875,-4.55859375,-0.706542969,-1.109375,0.285400391,-0.722167969,0
8.203125,-4.3671875,-0.795898438,-1.325195313,0.290771484,-0.754394531,0
8.1328125,-4.17578125,-0.94921875,-1.44140625,0.290771484,-0.783203125,0
8.15625,-4.03515625,-1.08984375,-1.456054688,0.308837891,-0.810546875,0
8.265625,-3.9453125,-1.271484375,-1.384765625,0.329101563,-0.837402344,0
8.4921875,-3.76171875,-1.376953125,-1.26171875,0.317382813,-0.861816406,0
8.7421875,-3.5234375,-1.3515625,-1.109375,0.273681641,-0.892578125,0
8.7734375,-3.310546875,-1.313476563,-0.94921875,0.201293945,-0.922363281,0
8.5234375,-3.193359375,-1.309570313,-0.768066406,0.101196289,-0.950195313,0
8.1796875,-3.224609375,-1.224609375,-0.567871094,0,-0.974609375,0
7.92578125,-3.302734375,-1.190429688,-0.357910156,-0.087341309,-0.988769531,0
7.9140625,-3.318359375,-1.079101563,-0.162963867,-0.166137695,-0.988769531,0
8.1953125,-3.302734375,-0.942382813,0.007457733,-0.247192383,-0.971679688,0
8.59375,-3.294921875,-0.854980469,0.136352539,-0.311035156,-0.932128906,0
8.84375,-3.314453125,-0.880859375,0.229003906,-0.368652344,-0.884277344,0
8.8359375,-3.263671875,-1.02734375,0.298339844,-0.429199219,-0.833984375,0
8.703125,-3.162109375,-1.185546875,0.353759766,-0.482666016,-0.78515625,0
8.65625,-3.08203125,-1.330078125,0.406982422,-0.501953125,-0.730957031,0
8.7421875,-3.037109375,-1.432617188,0.428222656,-0.494384766,-0.664550781,0
8.984375,-3.015625,-1.40625,0.412353516,-0.482666016,-0.588867188,0
9.265625,-2.98828125,-1.352539063,0.349365234,-0.464355469,-0.50390625,0
9.5390625,-2.890625,-1.427734375,0.243896484,-0.451660156,-0.420898438,0
9.828125,-2.68359375,-1.463867188,0.144897461,-0.436767578,-0.353759766,0
10.1328125,-2.53125,-1.28125,0.06072998,-0.414306641,-0.297119141,0
10.4140625,-2.30859375,-1.3671875,0,-0.401611328,-0.251464844,0
10.40625,-2.203125,-1.4375,-0.028762817,-0.384521484,-0.2109375,0
10.15625,-2.236328125,-1.326171875,-0.04473877,-0.36328125,-0.180053711,0
9.875,-2.359375,-1.069335938,-0.050079346,-0.336669922,-0.151245117,0
9.6875,-2.484375,-0.6953125,-0.040466309,-0.290771484,-0.122497559,0
9.609375,-2.564453125,-0.257324219,-0.02557373,-0.24609375,-0.096923828,0
9.7265625,-2.509765625,0.046691895,-0.019180298,-0.226928711,-0.071350098,0
10.0546875,-2.205078125,0.045501709,-0.017044067,-0.218383789,-0.039428711,0
10.7265625,-1.720703125,-0.162841797,-0.03729248,-0.1875,0.009590149,0
11.421875,-1.413085938,-0.527832031,-0.05645752,-0.139526367,0.0703125,0
11.84375,-1.39453125,-0.84375,-0.055389404,-0.114013672,0.114013672,0
12.0546875,-1.599609375,-1.161132813,0.784179688,0.310058594,0.525390625,0
12.2109375,-1.88671875,-1.349609375,0.887207031,0.197021484,0.708496094,0
12.3046875,-2.244140625,-1.33984375,1.00390625,0.112915039,0.926757813,0
12.25,-2.4921875,-1.303710938,1.106445313,0.034088135,1.135742188,0
12.1171875,-2.728515625,-1.120117188,1.15234375,-0.069213867,1.314453125,0
11.8359375,-3.025390625,-0.7734375,1.145507813,-0.130004883,1.474609375,0
11.3359375,-3.228515625,-0.254882813,1.090820313,-0.108642578,1.59765625,0
10.796875,-3.3828125,0.286132813,0.988769531,-0.076721191,1.642578125,0
10.3359375,-3.54296875,0.87890625,0.836425781,-0.039428711,1.611328125,0
9.96875,-3.607421875,1.442382813,0.59765625,0.009590149,1.581054688,0
