X,Y,Z,gX,gY,gZ,fall
-6.03125,5.6171875,5.16796875,0.013847351,-0.02557373,-0.005325317,0
-6.01171875,5.65234375,5.18359375,0.010650635,-0.020233154,-0.017044067,0
-5.9609375,5.65234375,5.1171875,0.019180298,-0.010650635,-0.019180298,0
-5.91015625,5.66015625,5.125,0.045806885,-0.008522034,-0.012786865,0
-5.89453125,5.69140625,5.17578125,0.077758789,-0.008522034,-0.004261017,0
-5.9453125,5.765625,5.1875,0.088439941,-0.007457733,0.001065254,0
-5.90625,5.765625,5.203125,0.092651367,0.007457733,0.003196716,0
-5.8828125,5.7109375,5.17578125,0.098022461,0.0234375,0.014915466,0
-5.87890625,5.66015625,5.1171875,0.101196289,0.018112183,0.031951904,0
-5.90234375,5.5546875,5.06640625,0.098022461,-0.007457733,0.043670654,0
-5.9140625,5.45703125,5.05078125,0.090576172,-0.03515625,0.034088135,0
-5.93359375,5.48828125,5.03125,0.065002441,-0.03729248,0.020233154,0
-6.0078125,5.63671875,5.0859375,0.02130127,-0.014915466,0.013847351,0
-6.015625,5.828125,5.09765625,-0.028762817,0.003196716,0,0
-5.93359375,5.83203125,5.05859375,-0.071350098,0.005325317,-0.01171875,0
-5.8828125,5.78125,5.0078125,-0.10760498,0.003196716,-0.0234375,0
-5.89453125,5.8046875,4.9375,-0.120361328,0.002130508,-0.024505615,0
-5.9375,5.84765625,4.96875,-0.100158691,0.006393433,-0.017044067,0
-5.953125,5.875,4.98828125,-0.07244873,0.022369385,-0.007457733,0
-5.9296875,5.82421875,5.03515625,-0.046875,0.018112183,-0.012786865,0
-5.94921875,5.82421875,5.0625,-0.009590149,-0.001065254,-0.014915466,0
-6.0078125,5.80859375,5.015625,0.022369385,-0.010650635,-0.008522034,0
-6.01171875,5.78515625,4.984375,0.030899048,-0.018112183,-0.005325317,0
-6.03125,5.75390625,4.953125,0.024505615,-0.017044067,0,0
-6.05078125,5.80078125,4.921875,0.010650635,-0.01171875,0.009590149,0
-6.0390625,5.82421875,4.94140625,-0.001065254,-0.019180298,0.013847351,0
-6.01171875,5.76953125,4.95703125,0.001065254,-0.028762817,0.017044067,0
-6.015625,5.73046875,4.9921875,0.004261017,-0.018112183,0.020233154,0
-6.05078125,5.75390625,5.01171875,0.013847351,-0.014915466,0.008522034,0
-6.0390625,5.7734375,5,0.020233154,-0.005325317,-0.004261017,0
-5.984375,5.7265625,5.00390625,0.007457733,0.007457733,-0.009590149,0
