X,Y,Z,gX,gY,gZ,fall
-5.72265625,6.66015625,4.06640625,-0.004261017,-0.004261017,0.029830933,0
-5.64453125,6.7109375,4.04296875,-0.02557373,0,0.03729248,0
-5.546875,6.7265625,4.10546875,-0.041534424,0.001065254,0.042602539,0
-5.51953125,6.75,4.1953125,-0.04901123,-0.008522034,0.03515625,0
-5.47265625,6.6953125,4.28125,-0.053253174,-0.010650635,0.020233154,0
-5.50390625,6.609375,4.328125,-0.05645752,0,0.006393433,0
-5.546875,6.60546875,4.40625,-0.051147461,0.004261017,0.002130508,0
-5.546875,6.76953125,4.4921875,-0.042602539,0.006393433,0.007457733,0
-5.53125,6.86328125,4.53515625,-0.026626587,0.008522034,0.03515625,0
-5.5078125,6.85546875,4.484375,-0.02557373,-0.001065254,0.055389404,0
-5.5390625,6.84765625,4.37109375,-0.036224365,-0.017044067,0.040466309,0
-5.57421875,6.78125,4.3671875,-0.034088135,-0.01171875,0.013847351,0
-5.4453125,6.7421875,4.3359375,-0.030899048,0.006393433,0,0
-5.359375,6.6875,4.25390625,-0.024505615,0.015975952,0.002130508,0
-5.3984375,6.625,4.25390625,-0.012786865,0.014915466,0.005325317,0
-5.4765625,6.66796875,4.3515625,0.004261017,0.010650635,-0.006393433,0
-5.59375,6.76171875,4.390625,0.013847351,0.020233154,-0.012786865,0
-5.65625,6.76171875,4.359375,0.015975952,0.029830933,-0.003196716,0
-5.6484375,6.71484375,4.28125,0.013847351,0.026626587,0.013847351,0
-5.6640625,6.7265625,4.31640625,0.007457733,0.012786865,0.02557373,0
-5.65625,6.72265625,4.33984375,-0.008522034,-0.010650635,0.019180298,0
-5.63671875,6.75,4.22265625,-0.026626587,-0.014915466,0.007457733,0
-5.609375,6.82421875,4.15625,-0.03302002,0.001065254,-0.002130508,0
-5.5625,6.8125,4.2265625,-0.020233154,0.012786865,-0.006393433,0
-5.51953125,6.7109375,4.2578125,0,0.022369385,-0.004261017,0
-5.58203125,6.67578125,4.2421875,0.015975952,0.015975952,0.001065254,0
-5.625,6.72265625,4.19921875,0.018112183,0.001065254,0.002130508,0
-5.64453125,6.73046875,4.21484375,0.015975952,-0.004261017,-0.015975952,0
-5.63671875,6.72265625,4.25,0.02130127,0.008522034,-0.038360596,0
-5.55078125,6.73046875,4.25390625,0.0234375,0.019180298,-0.045806885,0
-5.53515625,6.7734375,4.18359375,0.01171875,0.005325317,-0.031951904,0
-5.58203125,6.80859375,4.15234375,-0.003196716,-0.013847351,-0.026626587,0
-5.53125,6.76953125,4.2421875,-0.008522034,-0.019180298,-0.029830933,0
-5.48046875,6.76953125,4.34375,-0.004261017,0,-0.03729248,0
-5.51953125,6.796875,4.34765625,-0.002130508,0.007457733,-0.040466309,0
-5.58984375,6.76171875,4.3046875,-0.015975952,0.002130508,-0.030899048,0
-5.63671875,6.68359375,4.33203125,-0.026626587,0.002130508,0.001065254,0
-5.68359375,6.70703125,4.3515625,-0.015975952,0.006393433,0.041534424,0
-5.61328125,6.7890625,4.3359375,0.001065254,0.004261017,0.0703125,0
-5.4765625,6.80078125,4.328125,0.009590149,-0.005325317,0.071350098,0
-5.4296875,6.73046875,4.3515625,0.008522034,-0.009590149,0.04901123,0
-5.48828125,6.69921875,4.28515625,0.005325317,0.009590149,0.03729248,0
-5.53515625,6.68359375,4.26171875,0.006393433,0.026626587,0.043670654,0
-5.54296875,6.734375,4.23828125,0.010650635,0.012786865,0.038360596,0
-5.484375,6.77734375,4.3203125,0.018112183,-0.001065254,0.02130127,0
-5.51953125,6.7421875,4.3984375,0.02557373,0.005325317,0,0
-5.61328125,6.71875,4.3671875,0.0234375,0.019180298,-0.02557373,0
-5.62890625,6.73046875,4.3046875,0.0234375,0.030899048,-0.026626587,0
-5.59375,6.9296875,4.2265625,0.029830933,0.030899048,0.008522034,0
-5.46875,6.92578125,4.28125,0.014915466,0.002130508,0.030899048,0
-5.4140625,6.74609375,4.30078125,-0.005325317,-0.020233154,0.034088135,0
-5.44921875,6.6171875,4.296875,-0.027694702,-0.013847351,0.031951904,0
-5.51953125,6.5625,4.328125,-0.065002441,-0.007457733,0.039428711,0
