X,Y,Z,gX,gY,gZ,fall
 0.02752685546875,-0.06585693359375,10.1015625,0.01491546630859375,-0.01384735107421875,0,0
0.0814208984375,-0.041900634765625,9.9609375,0.01491546630859375,-0.0159759521484375,0.00319671630859375,0
0.1005859375,-0.01556396484375,9.90625,0.00852203369140625,-0.020233154296875,0.007457733154296875,0
0.13525390625,-0.045501708984375,9.921875,-0.01384735107421875,-0.02557373046875,0.00852203369140625,0
0.112548828125,-0.032318115234375,9.9296875,-0.031951904296875,-0.031951904296875,0.00959014892578125,0
0.09698486328125,-0.0299224853515625,9.9140625,-0.0394287109375,-0.03729248046875,0.004261016845703125,0
0.04071044921875,-0.061065673828125,9.96875,-0.0298309326171875,-0.03729248046875,0,0
-0.0023937225341796875,-0.07421875,10.0078125,-0.0159759521484375,-0.038360595703125,-0.0010652542114257812,0
-0.02752685546875,-0.099365234375,10.0234375,-0.0053253173828125,-0.04046630859375,-0.0010652542114257812,0
-0.0023937225341796875,-0.0933837890625,9.9609375,-0.0021305084228515625,-0.0426025390625,0,0
0.0311279296875,-0.08978271484375,9.9140625,0.0010652542114257812,-0.038360595703125,0.00319671630859375,0
0.0287322998046875,-0.1304931640625,9.9375,0.0010652542114257812,-0.03302001953125,0.00852203369140625,0
0.057464599609375,-0.1304931640625,9.9921875,-0.0063934326171875,-0.0266265869140625,0.010650634765625,0
0.051483154296875,-0.057464599609375,10.0546875,-0.004261016845703125,-0.024505615234375,0.012786865234375,0
0.035919189453125,-0.0179595947265625,10.078125,-0.0010652542114257812,-0.020233154296875,0.010650634765625,0
0.00957489013671875,-0.010772705078125,10.1171875,0.00319671630859375,-0.01384735107421875,0.00959014892578125,0
-0.0191497802734375,-0.0311279296875,10.109375,0.0159759521484375,-0.010650634765625,0.007457733154296875,0
-0.038299560546875,-0.1185302734375,10.0546875,0.02557373046875,-0.010650634765625,0.00852203369140625,0
0.025146484375,-0.173583984375,10.03125,0.06500244140625,0.022369384765625,0.010650634765625,0
0.062255859375,-0.1580810546875,9.9921875,0.185302734375,0.043670654296875,0.0394287109375,0
0.0921630859375,-0.072998046875,9.9765625,0.00959014892578125,-0.00959014892578125,0.0191802978515625,0
0.1412353515625,-0.0239410400390625,9.921875,-0.00852203369140625,-0.010650634765625,0,0
0.2022705078125,-0.0191497802734375,9.9140625,-0.0234375,-0.01171875,-0.0021305084228515625,0
0.1783447265625,-0.0430908203125,9.9375,-0.03729248046875,-0.0159759521484375,-0.00319671630859375,0
0.1376953125,-0.1065673828125,9.9765625,-0.041534423828125,-0.02557373046875,-0.00319671630859375,0
0.08380126953125,-0.1783447265625,9.9765625,-0.038360595703125,-0.0298309326171875,-0.00319671630859375,0
0.061065673828125,-0.197509765625,10.0078125,-0.043670654296875,-0.0266265869140625,0,0
0.08978271484375,-0.134033203125,9.9609375,-0.0511474609375,-0.024505615234375,-0.0010652542114257812,0
0.059844970703125,-0.08380126953125,9.9296875,-0.0543212890625,-0.02130126953125,-0.007457733154296875,0
0.02752685546875,-0.10174560546875,10.015625,-0.053253173828125,-0.0181121826171875,-0.0053253173828125,0
0.03472900390625,-0.086181640625,10.046875,-0.03729248046875,-0.0159759521484375,-0.0021305084228515625,0
-0.06585693359375,0.1412353515625,9.5,-0.01491546630859375,-0.0181121826171875,0.0010652542114257812,0
-0.1436767578125,0.1484375,10.328125,-0.012786865234375,-0.0191802978515625,0.0063934326171875,0
0.2548828125,-0.2034912109375,10.1015625,-0.010650634765625,-0.022369384765625,0.007457733154296875,0
1.525390625,-1.45703125,9.875,-0.01491546630859375,-0.0234375,0.00959014892578125,0
1.5498046875,-1.626953125,9.890625,-0.0170440673828125,-0.020233154296875,0.00959014892578125,0
1.4560546875,-1.4619140625,9.9375,-0.01171875,-0.0181121826171875,0.010650634765625,0
1.4384765625,-1.3427734375,9.9140625,-0.012786865234375,-0.01491546630859375,0.00959014892578125,0
1.4423828125,-1.2626953125,9.8671875,-0.0159759521484375,-0.012786865234375,0.00852203369140625,0
1.427734375,-1.236328125,9.90625,-0.0234375,-0.01171875,0.007457733154296875,0
1.4208984375,-1.22265625,9.8828125,-0.034088134765625,-0.012786865234375,0.007457733154296875,0
