X,Y,Z,gX,gY,gZ,fall
5.6640625,-6.07421875,3.490234375,0.400634766,0.310058594,0.04473877,0
5.78125,-6.1328125,3.470703125,-0.047943115,-0.001065254,0.012786865,0
5.69921875,-6.98046875,3.474609375,0.06072998,0.085205078,-0.327148438,0
5.41015625,-8.5859375,3.333984375,0.02130127,-0.014915466,0.043670654,0
5.83203125,-7.58203125,3.435546875,0.02130127,0.003196716,0.034088135,0
5.8671875,-7.28125,3.474609375,0.0234375,0.014915466,0.01171875,0
5.86328125,-7.953125,3.341796875,0.006393433,0.015975952,0.026626587,0
5.79296875,-8.859375,3.41015625,-0.0234375,0.01171875,0.029830933,0
5.5234375,-9.5078125,3.513671875,-0.03302002,0.020233154,0.02557373,0
5.421875,-8.640625,3.517578125,-0.036224365,0.018112183,0.02557373,0
5.98828125,-3.044921875,3.076171875,-0.041534424,0.019180298,0.03302002,0
5.64453125,-4.97265625,3.5859375,-0.039428711,0.017044067,0.03302002,0
5.875,-6.0078125,3.361328125,-0.034088135,0.012786865,0.029830933,0
6.25390625,-5.984375,3.84765625,-0.022369385,0.017044067,0.028762817,0
5.796875,-6.64453125,3.685546875,0,0.015975952,0.030899048,0
5.45703125,-6.46875,3.310546875,0.012786865,0.010650635,0.034088135,0
5.7421875,-6.6796875,3.41015625,0.014915466,0.007457733,0.03515625,0
5.72265625,-7.109375,3.642578125,0.015975952,0.004261017,0.036224365,0
5.671875,-7.1640625,3.84375,0.012786865,0,0.039428711,0
5.64453125,-7.078125,3.875,0.006393433,0.002130508,0.038360596,0
5.60546875,-6.91015625,3.73828125,0.008522034,0.002130508,0.039428711,0
5.62109375,-6.62890625,3.61328125,0.009590149,0.001065254,0.042602539,0
5.65234375,-6.83984375,3.54296875,0.002130508,0.006393433,0.046875,0
5.703125,-6.98828125,3.494140625,-0.007457733,0.005325317,0.045806885,0
5.7109375,-6.91796875,3.498046875,-0.013847351,0.003196716,0.04473877,0
5.68359375,-6.80078125,3.546875,-0.005325317,0.003196716,0.042602539,0
5.578125,-6.8984375,3.51953125,0.013847351,0.002130508,0.041534424,0
5.5859375,-7.08203125,3.5390625,0.0234375,0,0.041534424,0
5.64453125,-7.09765625,3.51953125,0.019180298,-0.006393433,0.041534424,0
5.66796875,-7.05078125,3.48046875,0.007457733,-0.013847351,0.039428711,0
5.6875,-7.00390625,3.482421875,0,-0.012786865,0.039428711,0
5.671875,-7.03515625,3.498046875,-0.028762817,-0.026626587,0.050079346,0
5.65234375,-7.15234375,3.470703125,-0.03515625,-0.0234375,0.057525635,0
5.703125,-7.0546875,3.412109375,-0.038360596,-0.019180298,0.06072998,0
5.75390625,-6.8125,3.41015625,-0.039428711,-0.017044067,0.065002441,0
5.75,-6.80078125,3.41015625,-0.03515625,-0.014915466,0.06817627,0
5.7421875,-6.8515625,3.404296875,-0.027694702,-0.008522034,0.0703125,0
5.73046875,-6.90625,3.435546875,-0.020233154,0.003196716,0.069213867,0
5.7109375,-6.9453125,3.49609375,-0.017044067,0.001065254,0.06817627,0
5.703125,-6.90234375,3.56640625,-0.020233154,-0.002130508,0.067138672,0
5.71875,-6.8046875,3.576171875,-0.02130127,0,0.063903809,0
5.6953125,-6.69921875,3.578125,-0.028762817,-0.026626587,0.050079346,0
5.6953125,-6.73828125,3.537109375,-0.03515625,-0.0234375,0.057525635,0
