X,Y,Z,gX,gY,gZ,fall
0.835449219,-1.844726563,9.625,-0.002130508,0.012786865,0.001065254,0
0.784179688,-2.05078125,9.59375,-0.010650635,0.006393433,0.001065254,0
0.765136719,-2.060546875,9.5625,-0.0234375,0.005325317,0,0
0.829589844,-1.950195313,9.6484375,-0.02557373,0.004261017,0,0
0.767578125,-1.946289063,9.59375,-0.017044067,0.003196716,-0.001065254,0
0.793945313,-1.943359375,9.6328125,-0.005325317,0,-0.002130508,0
0.793945313,-2.04296875,9.5859375,0,-0.003196716,0,0
0.797363281,-2.1015625,9.5859375,0,-0.006393433,0,0
0.765136719,-2.109375,9.6015625,0,-0.004261017,0,0
0.734863281,-2.09375,9.5859375,-0.005325317,-0.002130508,-0.001065254,0
0.781738281,-2.041015625,9.5703125,-0.002130508,0.012786865,0.001065254,0
0.784179688,-1.975585938,9.578125,-0.010650635,0.006393433,0.001065254,0
0.824707031,-2.015625,9.625,-0.0234375,0.005325317,0,0
0.8046875,-2.04296875,9.5859375,-0.02557373,0.004261017,0,0
0.767578125,-1.946289063,9.59375,-0.017044067,0.003196716,-0.001065254,0
0.793945313,-1.943359375,9.6328125,-0.005325317,0,-0.002130508,0
0.793945313,-2.04296875,9.5859375,0,-0.003196716,0,0
0.797363281,-2.1015625,9.5859375,0,-0.006393433,0,0
0.765136719,-2.109375,9.6015625,0,-0.004261017,0,0
0.734863281,-2.09375,9.5859375,-0.005325317,-0.002130508,-0.001065254,0
0.781738281,-2.041015625,9.5703125,-0.01171875,-0.001065254,-0.001065254,0
0.784179688,-1.975585938,9.578125,-0.010650635,0.005325317,-0.002130508,0
0.824707031,-2.015625,9.625,-0.006393433,0.007457733,-0.003196716,0
0.8046875,-2.04296875,9.5859375,0.004261017,0.010650635,-0.003196716,0
0.819824219,-2.0859375,9.609375,0.020233154,0.012786865,-0.003196716,0
0.799804688,-2.001953125,9.5390625,0.080932617,0.109741211,0.006393433,0
0.779296875,-2.154296875,9.5703125,0.443115234,0.432617188,-0.098022461,0
0.771972656,-2.28125,9.53125,0.320556641,0.260986328,-0.09375,0
0.840332031,-2.04296875,9.5703125,0.213012695,0.288574219,-0.063903809,0
1.005859375,-1.638671875,8.453125,0.015975952,-0.067138672,-0.022369385,0
-0.00957489,-2.630859375,9.71875,-0.020233154,-0.061798096,0,0
1.203125,-2.046875,10.6484375,-0.0703125,-0.073486328,-0.01171875,0
0.880859375,-1.55859375,9.984375,-0.123596191,-0.065002441,-0.019180298,0
-0.938476563,0.76953125,10.0234375,-0.122497559,-0.046875,-0.005325317,0
-1.09765625,0.936035156,9.96875,-0.100158691,-0.046875,0.004261017,0
-1.267578125,0.974609375,9.828125,-0.07244873,-0.043670654,-0.01171875,0
-1.353515625,0.991210938,9.8828125,-0.0234375,-0.02130127,-0.006393433,0
-1.349609375,0.967285156,9.9296875,0.03515625,-0.014915466,0.018112183,0
-1.349609375,0.779296875,9.7890625,0.042602539,-0.0234375,0.012786865,0
-1.438476563,0.596191406,9.640625,0,-0.0234375,-0.008522034,0
-1.524414063,0.664550781,9.6796875,-0.050079346,-0.01171875,-0.022369385,0
-1.44140625,0.530273438,9.7421875,-0.059661865,-0.004261017,-0.014915466,0
-1.446289063,0.456054688,9.6953125,-0.022369385,-0.002130508,-0.013847351,0
-1.545898438,0.87890625,9.7265625,-0.004261017,-0.008522034,-0.013847351,0
-1.514648438,1.260742188,9.8359375,-0.010650635,-0.007457733,-0.014915466,0
-1.431640625,1.283203125,9.9765625,-0.01171875,0,-0.024505615,0
-1.463867188,1.0390625,10,0,-0.002130508,-0.010650635,0
-1.458007813,0.892089844,9.7890625,0.022369385,0.005325317,0.010650635,0
-1.400390625,0.864257813,9.703125,0.043670654,0.015975952,0.005325317,0
-1.31640625,0.963867188,9.7578125,0.05859375,0,-0.005325317,0
-1.32421875,0.932617188,9.8203125,0.059661865,-0.014915466,-0.014915466,0
