X,Y,Z,gX,gY,gZ,fall
-1.331054688,7.95703125,1.8828125,-0.031951904,-0.110778809,0.238647461,0
-1.598632813,7.4140625,2.080078125,-0.065002441,0,0.120361328,0
-1.8125,7.4921875,2.30078125,-0.148071289,0.042602539,0.135253906,0
-1.69921875,7.63671875,2.46875,-0.142700195,0.001065254,0.055389404,0
-1.77734375,7.921875,2.3046875,-0.136352539,0.017044067,-0.024505615,0
-1.766601563,8.03125,2.076171875,-0.12890625,0.022369385,-0.054321289,0
-1.892578125,7.67578125,1.764648438,-0.088439941,0.006393433,-0.078857422,0
-2.12890625,7.875,1.46875,-0.040466309,-0.014915466,-0.076721191,0
-2.181640625,8.5,1.505859375,-0.018112183,-0.040466309,-0.074584961,0
-2.07421875,8.90625,1.553710938,-0.046875,-0.051147461,-0.083068848,0
-2.375,9.4375,1.709960938,-0.104370117,-0.065002441,-0.089477539,0
-2.73828125,10.265625,2.0234375,-0.148071289,-0.100158691,-0.085205078,0
-2.458984375,10.3203125,2.349609375,-0.141723633,-0.142700195,-0.074584961,0
-2.84375,9.6171875,1.943359375,-0.086303711,-0.233276367,-0.026626587,0
-3.18359375,9.0390625,1.521484375,0.030899048,-0.387695313,0.042602539,0
-1.961914063,8.71875,2.046875,0.123596191,-0.4453125,0.007457733,0
-1.528320313,9.6171875,2.826171875,0.166137695,-0.474121094,-0.043670654,0
-2.224609375,9.859375,2.791015625,0.165161133,-0.493164063,-0.098022461,0
-2.49609375,9.2109375,2.765625,0.110778809,-0.500488281,-0.150146484,0
-2.302734375,9.03125,2.849609375,0.027694702,-0.494384766,-0.184326172,0
-2.05859375,9.2421875,2.8984375,-0.149169922,0.03515625,-0.256835938,0
-1.962890625,9.265625,2.890625,-0.139526367,0.03302002,-0.249267578,0
-2.013671875,9.1953125,2.85546875,-0.137451172,0.045806885,-0.236450195,0
-1.860351563,9.2421875,2.853515625,-0.138427734,0.045806885,-0.238647461,0
-1.521484375,9.3359375,2.87109375,-0.130981445,0.036224365,-0.255615234,0
-1.375976563,9.2734375,2.65625,-0.130004883,0.022369385,-0.282226563,0
-1.133789063,9.1171875,2.65234375,-0.135253906,0.005325317,-0.329101563,0
-1.006835938,9.0859375,2.646484375,-0.136352539,0,-0.390869141,0
-1.209960938,9.2421875,2.677734375,-0.156616211,0.027694702,-0.485839844,0
-1.061523438,9.2734375,2.69921875,-0.198120117,0.112915039,-0.626464844,0
-0.999511719,9.328125,2.568359375,-0.149169922,0.03515625,-0.256835938,0
-0.837890625,8.9140625,2.404296875,-0.139526367,0.03302002,-0.249267578,0
-1.150390625,8.6796875,2.24609375,-0.137451172,0.045806885,-0.236450195,0
-1.256835938,8.765625,2.29296875,-0.138427734,0.045806885,-0.238647461,0
-0.465576172,9.21875,1.076171875,-0.130981445,0.036224365,-0.255615234,0
-1.633789063,9.90625,1.356445313,-0.130004883,0.022369385,-0.282226563,0
-1.041992188,7.671875,1.1484375,-0.135253906,0.005325317,-0.329101563,0
-2.001953125,9.359375,1.41015625,-0.136352539,0,-0.390869141,0
-1.922851563,8.625,1.620117188,-0.156616211,0.027694702,-0.485839844,0
-1.107421875,8.6015625,2.1484375,-0.198120117,0.112915039,-0.626464844,0
-1.022460938,9.453125,2.654296875,-0.250244141,0.170410156,-0.62109375,0
-0.771972656,9.6484375,2.89453125,-0.266357422,-0.03515625,-0.448486328,0
-0.66796875,9.7109375,3.0625,-0.11505127,-0.100158691,-0.329101563,0
-0.970703125,9.7421875,3.0703125,-0.022369385,-0.249267578,-0.327148438,0
-1.205078125,9.734375,2.986328125,0.054321289,-0.573242188,-0.446289063,0
-0.812988281,9.625,2.91796875,0.228027344,-0.69140625,-0.609375,0
-0.468017578,9.890625,2.7890625,0.604980469,-0.754394531,-0.921386719,0
-0.681152344,9.8125,2.529296875,0.551757813,-0.941894531,-0.789550781,0
-1.33984375,8.3046875,1.9765625,0.630859375,-0.698730469,-0.278076172,0
-1.193359375,9.125,2.123046875,0.520019531,-0.297119141,-0.202392578,0
-0.998535156,9.3046875,2.32421875,0.420898438,-0.042602539,-0.146972656,0
-1.138671875,9.1015625,2.41015625,0.306884766,0.143798828,-0.09588623,0
-1.469726563,9.71875,2.669921875,0.15234375,0.303710938,-0.012786865,0
-1.659179688,10.0546875,2.689453125,0.034088135,0.384521484,0.02557373,0
-1.618164063,10.25,2.63671875,-0.08203125,0.272705078,-0.0234375,0
-1.91015625,10.828125,2.462890625,-0.148071289,0.069213867,-0.134277344,0
-1.749023438,10.7890625,2.056640625,-0.149169922,-0.014915466,-0.142700195,0
-1.774414063,10.78125,1.901367188,-0.158691406,0.015975952,-0.104370117,0
-1.734375,10.4140625,1.750976563,-0.194946289,0.02130127,-0.112915039,0
-1.581054688,10.0859375,1.653320313,-0.17578125,-0.012786865,-0.110778809,0
-0.880859375,9.96875,1.763671875,-0.124633789,-0.088439941,-0.052185059,0
-0.872558594,9.59375,1.450195313,-0.062866211,-0.11505127,0.078857422,0
-0.635742188,9.1171875,1.111328125,0,-0.154418945,0.186401367,0
